
2014 Jan 08 12:03:24	PENCEN_aniso_w_connectivity_cifstruct_chelpg.xyz	PENCEN_aniso_w_connectivity_cifstruct_chelpg.xyz	N/A	0	[[-0.06055817]]	-0.0318687641872	[[-0.05737882]]	[[ 0.02868941]]	-0.645069765608	-0.197674955867	-0.108129427934
2014 Jan 10 14:29:59	protontest.xyz	neutrontest.xyz	N/A	3	[[-0.00293749]]	0.0	[[-0.00587498]]	[[ 0.00293749]]	-2.0057740191e-18	-3.25268859899e-18	-1.24666329187e-18
2014 Jan 14 13:29:04	C8_BTBT_mola_cation_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	N/A	0	[[-0.30512407]]	-0.112503578955	[[-0.38524099]]	[[ 0.1926205]]	1.29183593195	1.88677723373	0.0791518316834
2014 Jan 14 13:31:20	C8_BTBT_mola_cation_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	N/A	0	[[-0.30512407]]	-0.112503578955	[[-0.38524099]]	[[ 0.1926205]]	1.29183593195	1.88677723373	0.0791518316834
2014 Jan 14 13:33:50	C8_BTBT_mola_cation_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	N/A	0	[[-0.30512407]]	-0.112503578955	[[-0.38524099]]	[[ 0.1926205]]	1.29183593195	1.88677723373	0.0791518316834
2014 Jan 14 13:38:43	C8_BTBT_mola_cation_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	N/A	0	[[-0.30512407]]	-0.112503578955	[[-0.38524099]]	[[ 0.1926205]]	1.29183593195	1.88677723373	0.0791518316834
2014 Jan 14 13:53:29	C8_BTBT_mola_anion_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	N/A	0	[[-0.05658489]]	0.132924733832	[[-0.37901924]]	[[ 0.18950962]]	-1.05555241791	-1.31009542776	-0.0289255719726
2014 Jan 17 12:52:41	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6935614]]	0.0	[[-435.3871228]]	[[ 217.6935614]]	-4.01569972859	-2.27682456222e-18	-2.38524477947e-18
2014 Jan 17 14:36:02	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6935614]]	0.0	[[-435.3871228]]	[[ 217.6935614]]	-4.01569972859	-2.27682456222e-18	-2.38524477947e-18
2014 Jan 17 14:36:55	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6935614]]	0.0	[[-435.3871228]]	[[ 217.6935614]]	-4.01569972859	-2.27682456222e-18	-2.38524477947e-18
2014 Jan 17 14:38:04	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6935614]]	0.0	[[-435.3871228]]	[[ 217.6935614]]	-4.01569972859	-2.27682456222e-18	-2.38524477947e-18
2014 Jan 17 14:47:12	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6935614]]	0.0	[[-435.3871228]]	[[ 217.6935614]]	-4.01569972859	-2.27682456222e-18	-2.38524477947e-18
2014 Jan 17 15:06:42	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6935614]]	0.0	[[-435.3871228]]	[[ 217.6935614]]	-4.01569972859	-2.27682456222e-18	-2.38524477947e-18
2014 Jan 17 15:08:02	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6935614]]	0.0	[[-435.3871228]]	[[ 217.6935614]]	-4.01569972859	-2.27682456222e-18	-2.38524477947e-18
2014 Jan 17 15:09:22	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6935614]]	0.0	[[-435.3871228]]	[[ 217.6935614]]	-4.01569972859	-2.27682456222e-18	-2.38524477947e-18
2014 Jan 17 15:15:05	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6935614]]	0.0	[[-435.3871228]]	[[ 217.6935614]]	-4.01569972859	-2.27682456222e-18	-2.38524477947e-18
2014 Jan 17 15:19:15	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6935614]]	0.0	[[-435.3871228]]	[[ 217.6935614]]	-4.01569972859	-2.27682456222e-18	-2.38524477947e-18
2014 Jan 17 15:20:19	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6935614]]	0.0	[[-435.3871228]]	[[ 217.6935614]]	-4.01569972859	-2.27682456222e-18	-2.38524477947e-18
2014 Jan 17 16:02:11	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6927043]]	0.0	[[-435.38540859]]	[[ 217.6927043]]	-4.0157090438	1.73489515334e-18	8.67771079882e-19
2014 Jan 17 16:04:01	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6927043]]	0.0	[[-435.38540859]]	[[ 217.6927043]]	-4.0157090438	1.73489515334e-18	8.67771079882e-19
2014 Jan 17 16:04:29	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6927043]]	0.0	[[-435.38540859]]	[[ 217.6927043]]	-4.0157090438	1.73489515334e-18	8.67771079882e-19
2014 Jan 17 16:21:56	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6927043]]	0.0	[[-435.38540859]]	[[ 217.6927043]]	-4.0157090438	1.73489515334e-18	8.67771079882e-19
2014 Jan 17 16:46:11	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6927043]]	0.0	[[-435.38540859]]	[[ 217.6927043]]	-4.0157090438	1.73489515334e-18	8.67771079882e-19
2014 Jan 17 16:49:03	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6927043]]	0.0	[[-435.38540859]]	[[ 217.6927043]]	-4.0157090438	1.73489515334e-18	8.67771079882e-19
2014 Jan 17 16:51:54	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6927043]]	0.0	[[-435.38540859]]	[[ 217.6927043]]	-4.0157090438	1.73489515334e-18	8.67771079882e-19
2014 Jan 17 16:52:56	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6927043]]	0.0	[[-435.38540859]]	[[ 217.6927043]]	-4.0157090438	1.73489515334e-18	8.67771079882e-19
2014 Jan 17 16:54:03	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6927043]]	0.0	[[-435.38540859]]	[[ 217.6927043]]	-4.0157090438	1.73489515334e-18	8.67771079882e-19
2014 Jan 17 16:57:56	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6927043]]	0.0	[[-435.38540859]]	[[ 217.6927043]]	-4.0157090438	1.73489515334e-18	8.67771079882e-19
2014 Jan 17 17:01:08	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6935614]]	0.0	[[-435.3871228]]	[[ 217.6935614]]	-4.01569972859	-2.27682456222e-18	-2.38524477947e-18
2014 Jan 20 14:22:28	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	0	[[-217.69132171]]	0.0	[[-435.38264341]]	[[ 217.69132171]]	-4.01568627451	0.0	0.0
2014 Jan 20 14:39:16	dip_mola_anion.xyz	dip_mola_neut.xyz	N/A	1	[[-217.6927043]]	0.0	[[-435.38540859]]	[[ 217.6927043]]	-4.0157090438	-4.33594184816e-19	-8.67147651977e-19
2014 Jan 23 14:07:42	C8_BTBT_mola_anion_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	N/A	0	[[-0.05658489]]	0.132924733832	[[-0.37901924]]	[[ 0.18950962]]	-1.05555241791	-1.31009542776	-0.0289255719726
2014 Jan 23 14:08:51	C8_BTBT_mola_anion_aniso_cifstruct_chelpg.xyz	C8_BTBT_mola_neut_aniso_cifstruct_chelpg.xyz	N/A	0	[[-0.05658489]]	0.132924733832	[[-0.37901924]]	[[ 0.18950962]]	-1.05555241791	-1.31009542776	-0.0289255719726
2014 Jan 23 14:12:31	TIPS_Pc_anion_aniso_cifstruct_chelpg.xyz	TIPS_Pc_neut_aniso_cifstruct_chelpg.xyz	N/A	0	[[ 0.]]	0.0	[[ 0.]]	[[ 0.]]	0.0	0.0	0.0
2014 Apr 11 15:16:43	sp_Pc_mola_anion_aniso_cifstruct_mul.xyz	sp_Pc_mola_neut_aniso_cifstruct_mul.xyz	N/A	0	[[-0.36039827]]	0.0	[[-0.72079654]]	[[ 0.36039827]]	2.53192058545	3.06571582072	-1.48354857836
2014 Apr 11 15:17:45	sp_Pc_mola_anion_aniso_cifstruct_mul.xyz	sp_Pc_mola_neut_aniso_cifstruct_mul.xyz	N/A	2	[[-1.45256407]]	0.0	[[-2.90512814]]	[[ 1.45256407]]	15.6544227613	0.87178728617	-1.43479620859
2014 Apr 11 15:21:07	sp_Pc_mola_anion_aniso_cifstruct_mul.xyz	sp_Pc_mola_neut_aniso_cifstruct_mul.xyz	N/A	2	[[-1.45256407]]	0.0	[[-2.90512814]]	[[ 1.45256407]]	15.6544227613	0.87178728617	-1.43479620859
